stt_jgd_id,stt_chutes_ao_gol,stt_gols,stt_defesas,stt_assistencias,stt_pontuacao,stt_relacao_chute_gol,stt_impulso_por_minuto,stt_med_impulso,stt_impulso_coletado,stt_impulso_roubado,stt_impulso_grande_coletado,stt_impulso_grande_roubado,stt_impulso_pequeno_coletado,stt_impulso_pequeno_roubado,stt_blocos_grandes_coletados,stt_blocos_grandes_roubados,stt_blocos_pequenos_coletados,stt_blocos_pequenos_roubados,stt_velocidade_med,stt_distancia_percorrida,stt_distancia_med_da_bola,stt_distancia_med_posse,stt_distancia_med_s_posse,stt_distancia_med_dos_aliados,stt_demolicoes_causadas,stt_demolicoes_recebidas,stt_participacoes_gols,cluster
578,0.92,0.15,1.46,0.31,242.23,4.1,403.23,42.86,2394.92,394.54,1654.23,205.46,740.69,189.08,18.92,2.38,62.15,14.85,1512.85,496346.08,2714.69,2574.46,2787.69,3415.38,1.08,1.08,34.62,2
579,2.67,1.08,1.25,0.67,383.5,18.7,366.0,48.41,2196.25,497.25,1527.79,309.33,668.46,187.92,18.54,3.71,56.42,15.38,1505.88,507198.67,2766.29,2603.38,2911.62,3570.54,0.88,0.83,39.72,1
580,2.0,1.5,1.5,0.5,465.25,75.83,397.0,46.0,2397.5,550.75,1815.5,400.75,582.0,150.0,21.75,5.0,49.5,13.25,1601.25,562157.0,2851.5,2562.75,3066.0,3687.25,0.5,0.75,95.0,0
581,1.5,0.33,1.5,0.17,274.5,25.0,337.0,44.34,2061.5,252.0,1363.83,89.33,697.67,162.67,15.67,1.0,59.5,14.33,1400.0,491907.0,2832.5,2768.67,2888.0,3609.33,0.67,0.67,17.78,2
582,1.67,0.17,1.0,0.33,207.17,4.17,412.83,40.88,2556.83,433.33,1904.17,286.17,652.67,147.17,21.83,3.33,55.33,12.83,1596.17,567404.83,3047.83,2929.33,3140.33,3887.5,1.17,1.0,16.67,1
583,2.11,0.72,1.28,0.11,313.28,17.41,412.67,43.98,2438.94,410.5,1607.22,214.56,831.72,195.94,18.11,2.39,71.67,16.78,1526.78,525042.17,2965.44,2839.72,3052.5,3694.56,0.83,1.0,28.89,1
584,2.0,0.0,0.67,0.0,166.33,0.0,370.0,45.66,1764.0,460.67,1154.67,323.67,609.33,137.0,13.0,3.67,51.0,11.67,1531.0,422645.0,2995.67,3006.67,3006.0,3706.0,1.0,0.0,0.0,2
585,0.33,0.17,1.0,0.17,161.33,16.67,326.33,48.43,1934.67,198.33,1437.67,107.5,497.0,90.83,16.0,1.17,44.67,7.83,1371.83,456153.5,2863.67,2907.17,2849.33,3204.67,0.33,0.83,16.67,2
586,1.67,0.42,1.75,0.42,320.25,15.14,467.58,48.52,2718.33,456.5,1948.25,239.5,770.08,217.0,22.75,3.0,65.67,17.5,1618.25,529227.0,2789.5,2669.42,2889.17,3454.33,1.17,1.5,42.22,0
587,1.17,0.17,1.83,0.33,294.0,16.67,381.17,56.58,2465.67,476.83,1680.5,278.33,785.17,198.5,20.5,3.67,69.5,16.5,1562.33,543884.33,3119.0,2967.0,3208.17,3713.5,0.83,0.5,17.78,1
588,2.5,0.75,1.25,0.0,338.75,25.0,419.0,49.23,2590.5,581.25,2114.0,438.75,476.5,142.5,25.5,5.0,42.5,12.5,1654.75,571416.5,2871.75,2832.0,2917.25,3813.5,0.75,0.5,50.0,0
589,2.29,0.71,0.86,0.71,338.43,17.62,301.0,49.85,2051.57,291.14,1281.86,109.29,769.71,181.86,17.14,1.57,54.71,13.29,1505.14,553958.71,2451.43,2315.43,2549.14,3456.86,0.43,0.57,58.1,1
590,2.38,0.58,1.66,0.42,341.85,16.39,348.04,47.48,2106.47,389.51,1477.76,223.91,628.72,165.6,17.62,2.74,54.29,14.19,1524.12,525078.85,3065.8,3009.27,3106.9,3726.53,0.94,0.81,35.68,1
591,2.0,0.59,1.59,0.5,343.68,15.88,404.5,45.76,2369.94,534.41,1678.0,329.79,691.94,204.62,19.29,3.71,58.76,17.56,1554.65,525974.62,2733.82,2563.18,2880.59,3608.85,2.12,1.09,42.7,1
592,2.49,0.77,0.93,0.5,311.89,16.82,386.81,46.05,2221.09,440.21,1485.99,251.6,735.1,188.61,17.11,2.96,63.2,16.13,1452.7,484256.89,2725.71,2623.99,2812.51,3480.07,0.4,0.87,41.14,1
593,2.57,1.0,1.0,0.57,326.0,31.9,471.0,50.91,2799.0,912.71,2044.71,629.29,754.29,283.43,24.0,7.57,65.0,23.43,1621.0,560947.86,2919.43,2811.29,3031.43,3669.86,4.0,1.0,67.86,0
594,2.57,0.57,1.71,0.48,367.98,11.76,413.62,51.61,2512.43,608.74,1919.79,427.33,592.64,181.4,23.88,5.12,48.69,15.43,1588.62,534103.64,3292.95,3186.29,3380.88,4063.88,1.1,1.0,44.09,0
595,2.18,0.53,1.65,0.53,338.88,6.96,415.12,48.45,2447.18,470.12,1723.12,294.82,724.06,175.29,20.35,3.41,63.18,15.41,1529.59,520600.12,3020.29,2945.82,3077.18,3797.53,0.71,1.18,50.2,1
596,1.14,0.14,1.43,0.71,302.14,7.14,427.57,46.17,2407.43,548.14,1689.14,359.71,718.29,188.43,19.57,3.86,61.71,16.57,1511.86,494732.57,2604.71,2529.86,2658.0,3653.43,0.71,0.71,50.48,1
597,2.08,0.62,0.92,0.55,276.05,23.12,380.72,45.31,2279.62,490.12,1547.68,266.95,731.95,223.18,17.48,3.08,62.38,19.02,1504.5,518927.8,2687.55,2579.55,2771.55,3387.72,0.72,0.78,46.37,1
598,1.44,0.33,1.78,0.11,258.44,11.48,362.0,50.64,2152.0,255.67,1531.78,152.33,620.22,103.33,17.56,1.78,58.44,9.67,1465.44,489943.11,3104.11,3077.22,3111.33,3634.67,0.89,1.22,33.33,2
599,0.67,0.0,2.0,0.67,302.67,0.0,299.33,47.01,1837.0,382.0,1259.33,239.67,577.67,142.33,16.33,2.67,47.33,12.67,1489.33,515335.33,2867.0,2661.0,3013.33,3444.67,0.33,1.67,2.22,2
600,2.96,0.9,1.38,0.75,400.87,23.57,377.02,53.61,2409.88,620.26,1471.42,291.67,938.46,328.59,19.29,3.99,73.9,25.27,1578.47,545134.57,2550.69,2406.83,2711.4,3522.86,0.79,0.98,50.09,0
601,2.0,0.83,1.5,0.17,332.5,35.0,364.17,49.04,2148.17,260.33,1445.0,122.0,703.17,138.33,17.0,1.67,61.33,11.33,1524.33,500608.67,3170.17,3057.0,3248.17,3904.67,0.33,1.33,59.44,2
602,1.58,0.47,1.53,0.32,288.32,31.58,350.68,50.97,2046.53,382.42,1446.95,222.74,599.58,159.68,17.63,2.63,46.89,12.53,1470.84,481564.84,3052.74,2997.53,3100.95,3888.16,0.53,1.21,42.46,2
603,2.0,0.5,1.25,0.25,316.25,25.0,331.5,45.87,1982.0,334.75,1539.0,191.75,443.0,143.0,17.75,2.25,36.5,11.0,1397.5,477060.75,2880.0,2828.25,2928.75,3443.25,0.25,0.75,25.83,2
604,1.0,0.33,0.33,0.33,196.0,33.33,346.67,44.94,1964.0,344.33,1365.33,218.33,598.67,126.0,15.33,2.33,53.0,10.67,1417.0,470921.33,2808.67,2799.0,2841.0,3395.0,0.67,0.33,50.0,2
605,2.3,0.65,1.22,0.7,339.26,18.12,431.96,41.26,2598.65,394.35,1892.09,226.13,706.57,168.22,21.26,2.43,61.13,14.48,1590.74,557029.48,2956.39,2910.22,2998.35,3582.35,0.3,0.7,53.97,1
606,2.75,1.25,1.75,0.25,404.5,26.67,344.75,49.6,2104.5,355.75,1387.75,212.75,716.75,143.0,16.25,2.5,61.25,13.5,1426.25,491130.25,2660.25,2703.5,2617.25,3202.5,1.25,1.0,32.5,1
607,1.5,0.67,0.67,0.17,194.17,29.17,329.0,51.86,2105.5,212.67,1643.17,113.5,462.33,99.17,20.17,1.67,40.83,9.0,1473.0,518625.17,2827.0,2823.33,2822.67,3427.33,1.33,1.17,41.67,2
608,2.22,0.44,1.0,0.78,288.89,11.48,448.0,42.28,2571.89,432.56,1879.78,263.33,692.11,169.22,21.44,3.22,59.11,14.67,1623.11,538720.22,2674.33,2544.56,2758.89,3535.56,0.56,0.44,47.22,1
609,1.67,0.52,0.62,0.24,261.0,17.3,361.48,47.6,2145.19,325.81,1484.43,159.67,660.76,166.14,17.24,1.86,58.33,14.48,1524.43,515233.81,2959.95,2951.48,2966.95,3625.9,0.62,0.81,36.83,2
610,2.86,1.0,1.14,0.64,386.05,22.88,315.59,48.03,1902.95,317.23,1293.55,163.91,609.41,153.32,15.95,2.0,52.45,12.77,1468.55,497478.27,2976.64,2884.64,3076.73,3643.27,0.41,0.73,45.23,2
611,2.82,0.45,1.27,0.45,305.82,7.42,413.18,53.19,2594.91,619.27,1899.27,385.55,695.64,233.73,22.73,4.45,61.55,20.36,1625.73,559072.18,3139.36,2914.73,3305.82,4043.45,1.36,0.73,43.48,0
612,4.33,1.67,2.33,0.67,590.33,27.78,386.0,37.18,2618.0,495.0,1792.0,230.67,826.0,264.33,19.67,2.33,66.67,21.33,1571.0,661782.0,2760.0,2584.67,2931.0,3559.67,1.33,2.0,100.0,0
613,2.65,0.82,1.29,0.59,365.29,8.87,411.82,47.27,2434.53,461.59,1799.59,304.94,634.94,156.65,21.18,3.65,53.94,14.0,1606.35,547985.47,2847.06,2739.59,2933.35,3677.41,0.65,0.59,44.64,1
614,2.16,0.81,0.9,0.35,292.9,34.52,409.29,44.0,2394.29,316.39,1706.81,168.77,687.48,147.61,19.23,1.84,57.55,12.26,1508.35,506130.23,2915.71,2891.52,2923.32,3591.81,0.74,0.81,38.66,1
615,2.25,0.75,1.25,0.25,350.25,14.17,400.0,49.9,2454.0,403.75,1890.25,274.5,563.75,129.25,22.25,3.25,43.75,11.75,1378.0,462876.0,2827.0,2511.5,3082.75,3504.75,0.75,1.5,39.17,1
616,2.44,0.61,1.78,0.56,364.5,10.46,371.33,46.04,2289.33,442.67,1528.72,234.67,760.61,208.0,18.11,2.78,62.06,17.39,1546.06,535209.83,2798.5,2706.56,2866.11,3441.33,0.94,1.0,25.12,1
617,2.69,0.62,1.08,0.69,342.62,14.32,474.62,44.48,2838.23,474.69,2172.62,275.15,665.62,199.54,24.31,3.15,58.69,17.92,1625.23,557187.38,2915.77,2851.62,2958.92,3653.85,1.23,1.23,47.95,0
618,1.33,0.33,1.89,0.22,295.0,11.11,326.22,55.11,1984.0,455.67,1247.78,277.0,736.22,178.67,16.33,3.67,61.11,16.33,1526.11,486236.67,2709.56,2572.33,2837.22,3447.78,1.56,0.78,38.89,2
619,2.0,1.0,1.33,0.33,315.33,18.89,386.0,40.56,2078.67,299.67,1321.33,130.0,757.33,169.67,15.33,2.0,61.0,15.0,1485.33,490699.0,2965.0,3027.33,2929.0,3707.67,0.33,1.67,35.56,2
620,2.45,0.47,1.6,0.45,335.86,8.92,467.89,49.48,2721.71,502.31,1891.95,296.38,829.77,205.92,22.18,3.38,72.96,17.99,1598.25,529296.62,2945.91,2810.48,3065.78,3711.95,0.96,0.9,33.96,0
621,2.46,0.7,1.7,0.53,374.13,16.47,391.68,46.19,2323.31,415.13,1709.55,261.14,613.76,153.99,19.57,2.99,52.99,13.29,1495.23,508766.9,2910.78,2808.19,3000.7,3701.33,0.77,1.15,46.87,1
622,2.36,0.73,1.85,0.48,370.27,21.13,412.0,50.35,2439.36,367.24,1731.91,199.45,707.45,167.79,19.67,2.3,61.88,14.7,1530.88,516403.12,3058.03,2927.94,3186.76,3928.15,0.85,0.94,36.69,1
623,3.25,1.09,1.14,0.57,386.39,26.59,387.56,49.6,2350.56,585.45,1690.22,360.78,660.34,224.67,21.23,4.37,56.41,18.85,1556.45,527518.67,3002.1,2881.69,3123.8,3779.95,0.89,0.87,45.63,0
624,2.13,0.61,1.13,0.26,281.48,21.51,387.1,45.26,2288.35,457.06,1626.29,261.84,662.06,195.23,18.71,3.06,58.19,17.06,1583.87,528614.74,2849.45,2758.1,2914.61,3478.45,0.9,0.77,33.06,1
625,1.33,0.0,1.0,0.33,199.67,0.0,394.0,48.62,2175.67,395.0,1452.33,251.67,723.33,143.33,17.33,3.0,58.67,13.0,1576.0,512152.0,3009.0,2780.33,3214.33,3687.33,0.33,0.33,33.33,2
626,2.0,0.33,1.33,0.0,251.33,16.67,333.67,47.73,1962.0,321.0,1379.33,201.0,582.67,120.0,15.67,2.67,50.67,10.0,1427.67,472901.0,2692.67,2682.33,2688.33,3349.0,0.33,1.67,16.67,2
627,3.11,0.97,1.65,0.66,427.18,23.15,383.14,50.46,2375.6,541.42,1758.48,352.06,617.12,189.36,21.4,4.16,53.95,16.54,1603.24,553147.16,2709.38,2576.08,2831.2,3556.95,1.09,0.87,54.29,0
628,2.19,0.7,1.24,0.35,314.54,9.49,465.22,48.94,2692.16,536.62,2070.62,364.3,621.54,172.32,24.65,4.11,54.7,14.73,1629.84,549636.35,2885.0,2717.76,3032.35,3684.92,1.03,0.95,31.44,0
629,1.67,0.0,0.67,0.0,171.0,0.0,393.33,50.21,2432.0,442.67,1628.0,247.33,804.0,195.33,20.0,3.0,68.67,17.0,1516.67,563048.0,2933.33,2858.33,2992.67,3528.0,0.33,0.67,0.0,2
630,0.86,0.14,1.14,0.29,211.86,14.29,310.86,48.0,1949.43,394.0,1336.29,252.14,613.14,141.86,15.71,2.71,53.29,12.0,1409.71,505136.86,3040.71,2964.86,3105.71,3490.71,0.43,0.14,11.19,2
631,2.72,0.5,1.83,0.5,331.61,7.68,408.39,50.44,2377.06,524.11,1588.33,300.11,788.72,224.0,19.17,3.56,71.5,19.61,1544.67,509240.44,2945.72,2848.39,3024.78,3769.11,1.0,1.0,44.17,1
632,1.67,0.67,1.33,0.11,277.0,47.22,453.89,47.87,2694.0,354.0,2208.56,218.67,485.44,135.33,24.67,2.44,42.44,12.33,1591.11,533547.22,2808.33,2654.56,2926.78,3406.33,0.67,1.11,41.67,1
633,2.17,0.69,1.27,0.5,326.27,23.69,381.32,46.49,2240.59,490.38,1444.08,280.12,796.51,210.26,16.75,3.27,70.13,18.5,1511.43,515525.25,3010.8,2989.98,3033.07,3727.09,1.06,0.56,37.44,1
634,2.24,0.76,1.59,0.35,354.41,22.97,424.22,50.46,2499.24,502.41,1781.49,316.19,717.76,186.22,20.43,3.73,61.78,15.73,1501.54,505435.05,2842.62,2689.62,2982.11,3652.62,0.81,1.3,37.97,1
635,2.62,0.48,1.81,0.48,358.95,15.42,417.19,46.63,2594.31,554.81,1966.69,385.4,627.62,169.4,23.14,4.45,52.81,14.71,1589.6,568572.55,2923.71,2802.38,3022.02,3722.45,1.33,1.17,35.91,0
636,1.62,0.25,0.62,0.75,253.75,12.5,424.25,45.49,2528.62,462.25,1781.0,275.5,747.62,186.75,20.12,3.0,62.25,15.25,1509.0,512311.62,3039.0,2874.5,3170.38,3824.5,0.62,1.12,45.42,1
637,2.88,0.69,1.53,0.34,346.16,23.78,457.88,44.69,2631.19,528.78,1827.28,294.41,803.91,234.38,20.03,3.16,68.22,19.94,1567.75,515020.41,2704.41,2545.34,2856.72,3512.0,0.72,0.94,43.44,0
638,2.03,0.64,1.04,0.49,297.28,16.35,377.31,47.38,2234.4,506.47,1518.4,307.97,716.0,198.5,18.21,3.65,62.65,17.55,1581.42,532249.76,3234.35,3142.35,3316.5,3981.64,1.17,0.77,34.03,1
639,2.23,0.54,1.23,0.08,286.08,17.82,409.85,46.49,2325.15,510.54,1663.69,315.54,661.46,195.0,19.85,4.08,57.69,16.85,1506.0,498659.92,2896.46,2797.62,2968.92,3682.38,0.69,0.62,21.67,1
640,2.02,0.69,1.52,0.6,358.92,25.13,434.9,44.88,2618.74,484.77,1725.18,273.26,893.56,211.51,20.05,3.2,77.16,18.4,1546.96,530228.97,2876.57,2803.54,2945.19,3533.7,0.98,0.96,39.09,1
641,2.11,0.86,0.93,0.43,316.89,22.08,382.79,48.59,2309.0,455.93,1710.96,302.68,598.04,153.25,20.5,3.46,51.64,12.89,1526.0,522550.61,2973.04,2901.04,3036.89,3655.11,0.57,0.79,36.76,1
642,1.93,0.39,1.25,0.32,281.39,12.14,460.54,47.81,2803.5,688.61,2015.07,449.14,788.43,239.46,24.14,5.32,69.68,20.79,1645.96,564420.32,2995.54,2818.75,3158.21,3837.89,2.54,1.29,27.8,0
643,2.59,0.82,1.0,0.59,359.59,21.96,459.65,47.94,2595.82,544.71,1811.53,301.65,784.29,243.06,21.59,3.76,45.65,13.35,1567.76,515390.29,2640.76,2486.12,2823.65,3783.88,0.35,0.65,53.72,0
644,1.91,0.91,1.91,0.0,348.09,40.91,394.82,43.75,2355.55,577.09,1587.82,349.27,767.73,227.82,19.09,4.09,66.45,19.45,1567.55,539766.82,2917.64,2881.09,2935.45,3629.18,1.09,0.64,40.91,1
645,2.0,0.65,1.3,0.65,331.65,25.0,379.35,45.67,2288.85,593.3,1491.45,330.6,797.4,262.7,18.15,3.9,69.7,22.55,1514.05,513262.55,3049.55,3007.05,3107.5,3754.15,0.6,0.65,40.58,1
646,2.19,0.57,1.29,0.52,332.71,11.9,422.52,48.37,2592.38,561.29,2000.33,397.62,592.05,163.67,23.71,4.52,51.81,14.76,1583.67,540065.57,2843.62,2671.48,2995.57,3740.05,1.19,1.05,46.43,0
647,2.18,0.53,1.59,0.18,308.35,17.65,352.12,48.7,2108.12,342.47,1484.47,208.12,623.65,134.35,17.76,2.47,55.0,12.12,1469.76,508753.35,2946.82,2957.41,2940.0,3402.76,0.59,0.94,21.37,2
648,2.64,0.64,1.18,0.45,302.18,19.22,360.36,51.37,2222.36,501.55,1524.91,290.27,697.45,211.27,19.09,3.36,58.64,16.55,1511.55,514944.73,3024.36,2991.36,3044.91,3692.82,0.45,1.27,36.67,1
649,2.36,0.77,2.14,0.59,419.86,30.98,451.36,48.61,2687.82,470.05,1975.09,311.68,712.73,158.36,23.18,3.55,59.36,13.68,1616.27,550086.18,2945.91,2826.09,3057.23,3766.95,1.18,0.77,54.55,0
650,1.95,0.53,1.5,0.29,341.18,22.81,384.21,41.62,2291.29,391.34,1569.53,217.95,721.76,173.39,17.32,2.42,59.34,14.79,1473.16,516471.34,2677.58,2596.5,2731.87,3520.79,0.34,1.03,43.6,1
651,2.12,0.5,1.62,0.5,355.38,28.12,425.12,50.07,2357.88,393.62,1738.5,253.88,619.38,139.75,20.12,2.75,49.62,13.12,1548.25,507123.25,2950.5,2857.38,3025.12,3714.5,1.12,0.75,56.25,1
652,1.5,0.5,1.5,0.17,281.33,25.55,269.0,54.41,1660.67,217.0,1174.33,130.0,486.33,87.0,14.17,1.5,44.17,7.83,1410.67,468263.83,2959.67,2909.17,2981.5,3289.33,0.83,0.67,34.44,2
653,2.2,0.27,1.4,0.27,258.87,15.0,384.0,47.33,2245.93,467.87,1577.87,275.6,668.07,192.27,18.6,3.33,60.0,17.33,1556.93,513578.67,2962.87,2934.4,2971.53,3667.4,1.0,0.8,27.11,1
654,1.82,0.45,1.64,0.27,333.18,23.03,435.64,48.29,2638.18,427.0,1957.45,291.55,680.73,135.45,22.64,3.36,60.09,12.45,1555.0,524737.18,2889.36,2846.64,2908.64,3667.55,1.18,2.0,28.18,1
655,2.0,0.4,1.3,0.3,266.0,7.83,320.9,52.8,1883.7,344.9,1336.9,200.7,546.8,144.2,16.9,2.6,47.5,12.5,1399.2,462565.0,3054.3,2840.9,3198.8,3406.3,0.2,1.2,50.0,2
656,2.5,0.54,1.79,0.58,368.17,12.36,380.75,50.27,2248.96,377.96,1427.75,183.29,821.21,194.67,17.58,2.33,74.33,17.67,1530.25,519589.04,2853.25,2689.58,3012.25,3739.0,0.79,1.17,47.01,1
657,2.71,0.82,1.06,0.41,321.94,21.27,389.18,51.61,2279.82,563.82,1519.29,298.12,760.53,265.71,19.06,4.06,49.88,16.59,1561.0,512608.35,2718.12,2568.35,2861.41,3772.06,0.53,0.59,37.06,1
658,1.44,0.33,2.11,0.11,330.22,22.22,426.89,43.26,2369.89,603.33,1702.44,394.44,667.44,208.89,19.78,4.44,58.78,18.11,1613.89,527323.56,3075.11,2878.0,3242.56,3916.22,1.78,0.56,28.15,0
659,2.51,0.69,1.44,0.54,363.15,22.94,365.56,53.34,2164.39,433.47,1476.63,244.56,687.75,188.9,18.5,3.0,60.08,16.26,1476.06,492167.58,2819.35,2673.65,2949.41,3661.92,0.74,1.24,47.67,1
660,3.33,0.33,0.67,0.33,220.67,6.67,416.33,48.39,2377.67,609.33,1716.67,364.0,661.0,245.33,20.67,4.0,59.33,21.33,1506.33,497171.67,2787.67,2556.67,2989.67,3611.67,0.33,0.67,50.0,1
661,1.72,0.5,1.92,0.42,349.58,18.54,395.58,47.03,2353.85,389.65,1611.8,223.92,742.05,165.72,19.48,2.75,62.9,14.0,1549.02,518232.78,2733.85,2687.02,2760.0,3602.12,0.6,0.82,35.48,1
662,2.5,0.57,1.89,0.55,357.2,15.82,359.61,48.15,2169.64,485.25,1469.54,296.62,700.11,188.62,17.77,3.68,62.21,16.55,1556.32,522784.39,3064.66,3020.34,3101.61,3756.12,0.7,0.93,37.2,1
663,1.71,0.53,0.98,0.46,245.92,17.77,364.27,45.79,2177.08,398.41,1498.78,206.36,678.31,192.05,18.03,2.51,58.47,16.68,1534.98,519343.56,3096.73,3022.63,3171.86,3724.44,0.47,0.9,36.5,2
664,2.85,0.96,1.96,0.37,434.7,27.1,391.41,47.29,2407.3,459.56,1619.78,265.67,787.52,193.89,19.15,3.22,69.78,17.22,1520.11,535532.89,2647.63,2564.78,2702.33,3578.48,0.78,0.74,54.57,1
665,2.0,0.57,2.0,0.43,365.0,32.14,377.71,47.57,2232.71,436.86,1632.43,285.71,600.29,151.14,18.57,3.29,49.43,13.14,1498.0,504377.86,3110.0,3004.57,3195.71,3755.29,1.29,1.29,65.24,1
666,2.7,0.65,1.97,0.54,419.84,13.47,442.78,52.81,2652.59,550.11,2037.35,384.7,615.24,165.41,26.51,4.7,52.97,14.35,1663.38,560064.65,3047.92,2911.41,3160.05,4004.68,1.24,1.3,55.09,0
667,1.0,0.67,2.33,0.0,338.33,50.0,317.0,41.37,1717.0,362.67,917.33,179.0,799.67,183.67,11.33,2.0,71.33,17.0,1571.67,501479.33,2857.0,2826.67,2898.0,3381.67,1.33,1.33,33.33,2
668,2.25,0.75,1.85,0.4,349.1,32.92,352.45,42.59,1996.45,287.15,1059.65,101.95,936.8,185.2,12.55,1.3,78.05,14.65,1437.75,478300.9,3126.4,3213.65,3047.4,3622.4,0.5,1.05,49.67,2
669,2.66,0.83,1.21,0.55,335.51,22.54,395.49,52.45,2415.62,490.26,1536.47,263.48,879.15,226.78,18.92,3.33,76.85,19.72,1487.05,514877.66,3008.4,3017.14,2990.68,3685.57,1.16,1.12,37.4,1
670,1.33,0.0,2.0,0.67,284.67,0.0,407.0,47.05,2352.0,560.0,1653.33,352.33,698.67,207.67,19.0,4.0,61.0,17.33,1453.0,479754.33,2917.67,2895.33,2947.0,3544.0,0.67,0.67,33.33,1
671,1.0,0.44,0.56,0.11,174.33,22.59,298.78,45.82,1705.33,148.33,1021.89,49.11,683.44,99.22,12.89,0.67,56.33,9.22,1389.67,461013.56,3049.89,3023.0,3048.89,3368.0,0.56,1.56,38.89,2
672,2.76,0.71,1.48,0.33,363.43,14.34,437.1,47.47,2536.86,412.76,1596.43,153.05,940.43,259.71,20.43,1.76,58.19,13.9,1541.76,527441.81,2741.62,2596.62,2878.05,3793.67,0.33,1.33,45.32,1
673,2.26,0.67,1.28,0.53,326.09,21.82,376.47,47.4,2233.02,508.65,1423.63,265.16,809.4,243.49,16.86,3.16,70.79,20.81,1574.95,531292.79,2948.51,2919.81,2989.0,3656.09,0.63,0.98,29.17,1
674,2.14,0.42,1.34,0.47,303.85,13.66,370.47,51.7,2181.76,424.36,1536.19,258.14,645.58,166.22,19.25,3.08,55.46,14.41,1503.56,498626.05,2870.76,2735.44,2988.69,3668.85,0.69,1.29,29.55,1
675,1.81,0.58,1.44,0.38,298.44,22.98,362.85,51.04,2180.77,344.15,1541.75,192.02,639.02,152.13,18.06,2.27,56.15,13.71,1499.94,512392.15,2843.23,2801.12,2875.81,3520.19,0.83,1.15,44.62,2
676,1.4,0.6,1.5,0.5,323.0,35.33,424.9,44.54,2800.1,723.5,1957.5,481.0,842.6,242.5,23.7,5.5,73.1,21.4,1596.9,587892.5,2866.1,2714.8,2988.8,3763.3,2.1,0.5,51.67,0
677,1.44,0.06,1.94,0.56,299.61,2.78,402.83,48.77,2419.11,494.78,1798.61,354.39,620.5,140.39,21.61,4.06,51.56,12.0,1501.78,517729.22,2938.56,2869.89,2955.89,3670.17,1.0,0.28,21.85,1
678,2.64,0.79,1.01,0.47,313.6,19.56,392.49,46.4,2323.63,568.74,1577.87,350.33,745.76,218.41,18.34,4.19,63.6,18.11,1521.14,509576.11,2891.16,2809.04,2956.1,3753.69,1.27,0.76,52.07,1
679,2.11,0.89,2.11,0.22,367.0,18.89,400.11,45.05,2482.0,448.44,1758.33,268.56,723.67,179.89,20.67,3.11,58.89,14.0,1545.11,548046.33,3035.33,2904.67,3147.44,3837.89,0.67,0.89,28.52,1
680,1.0,0.33,1.33,0.33,243.33,33.33,399.67,49.83,2507.0,379.0,1810.67,195.67,696.33,183.33,23.33,2.67,60.33,14.67,1632.67,577042.67,3315.33,3393.67,3262.67,3880.33,0.0,1.67,33.33,1
681,1.67,0.67,1.0,0.0,265.0,2.22,300.0,47.04,1772.33,294.33,1071.0,40.0,701.33,254.33,13.67,0.67,51.0,17.67,1425.0,474930.0,2463.0,2464.33,2410.67,3448.0,0.0,0.67,2.22,2
682,2.5,1.0,1.62,0.38,400.88,25.21,365.88,44.34,2092.25,489.0,1410.38,296.25,681.88,192.75,16.38,3.25,58.0,16.62,1575.0,517942.62,2671.0,2576.12,2752.88,3559.88,0.62,0.5,65.62,1
683,2.69,1.0,1.1,0.34,344.79,30.23,369.59,43.86,2241.76,469.48,1489.83,239.79,751.93,229.69,17.07,2.93,65.69,19.62,1536.79,523173.45,2831.69,2693.93,2957.17,3493.69,0.9,0.83,36.62,1
684,2.63,0.79,1.26,0.42,338.11,18.68,384.32,43.52,2241.11,416.89,1533.37,226.68,707.74,190.21,17.11,2.58,60.95,16.32,1525.05,518550.53,2806.95,2719.11,2881.58,3671.53,1.21,1.11,34.74,1
685,2.24,0.66,1.58,0.69,384.35,21.83,395.8,48.2,2339.11,556.8,1588.1,329.07,751.01,227.73,19.71,4.04,65.42,20.02,1552.2,529901.09,2881.56,2785.28,2960.14,3741.91,1.57,0.79,48.08,0
686,1.71,0.61,1.37,0.39,320.45,22.41,421.84,46.18,2477.24,587.26,1724.79,370.63,752.45,216.63,19.68,4.11,63.92,18.11,1561.79,536889.74,2933.5,2842.66,3012.37,3817.71,1.03,0.89,36.75,0
687,2.42,1.04,1.82,0.64,441.62,27.47,408.88,48.0,2414.52,420.24,1759.38,245.96,655.14,174.28,20.54,2.92,54.18,14.14,1547.22,517545.54,2751.66,2597.5,2924.76,3593.06,0.5,0.96,31.44,1
688,1.47,0.26,1.32,0.47,274.0,11.84,378.37,44.53,2353.26,305.79,1647.05,185.37,706.21,120.42,18.0,2.0,60.32,10.26,1448.68,524664.05,3306.32,3272.26,3332.47,3980.95,0.47,0.95,27.02,2
689,2.63,0.76,1.84,0.63,404.13,22.81,447.34,44.9,2669.87,419.32,2082.39,275.74,587.47,143.58,23.95,3.03,48.97,12.63,1647.45,579078.21,2832.87,2720.66,2938.79,3593.63,0.76,0.97,64.91,0
690,2.91,1.09,1.55,0.64,431.82,39.55,408.0,48.94,2417.73,480.0,1850.91,331.18,566.82,148.82,21.91,3.82,45.64,12.82,1514.45,513804.64,2621.64,2489.36,2753.45,3481.73,0.27,0.55,49.55,1
